id,clave,descripcion,unidad,cantidad,tipo,caracteristicas,controlado,red frio,fecha,consejo,focales,atc,estatus
133,010000086500,Permetrina. Solución Cada 100 ml contienen: Permetrina 1 g Envase con 110 ml.,ENV,110,ML,,0,0,28/02/2020,,,,
134,010000087100,Alibour. Polvo Cada gramo contiene: Sulfato de Cobre 177.0 mg Sulfato de Zinc 619.5 mg alcanfor 26.5 mg Envase con 12 sobres con 2.2 g.,ENV,12,SBR,,0,0,28/02/2020,,,,
135,010000087200,Clioquinol. Crema Cada g contiene: Clioquinol 30 mg Envase con 20 g.,ENV,1,TBO,,0,0,28/02/2020,,,,
136,010000089100,Miconazol. Crema Cada gramo contiene: Nitrato de miconazol 20 mg Envase con 20 g.,ENV,1,TBO,,0,0,28/02/2020,,,,
137,010000090100,Podofilina. Solución Dérmica Cada ml contiene: Resina de podofilina 250 mg Envase con 5 ml.,ENV,5,ML,,0,0,28/02/2020,,,,
138,010000090300,Fluorouracilo. Crema o Ungüento Cada gramo contiene: 5- Fluorouracilo 50 mg Envase con 20 g.,ENV,1,TBO,,0,0,28/02/2020,,,,
139,010000090400,Ácido retinoico. Crema Cada 100 gramos contienen: Ácido retinoico 0.05 g Envase con 20 g,ENV,1,TBO,,0,0,28/02/2020,,,,
140,010000090600,Dapsona. Tableta Cada Tableta contiene: Dapsona 100 mg Envase con 1000 Tabletas.,ENV,1000,TAB,,NO,NO,28/02/2020,Enfermedades infecciosas,,,Incluido
141,010000090900,Lanolina y aceite mineral. Ungüento Oftálmico Cada 100 g contiene: Lanolina 3.0 g Aceite mineral 3.0 g Envase con 4 g.,ENV,1,TBO,,0,0,28/02/2020,,,,
142,010000091000,Aceite de almendras dulces. Crema Aceite de almendras dulces lanolina glicerina propilenglicol sorbitol. Envase con 235 ml.,ENV,235,ML,,0,0,28/02/2020,,,,
143,010000100500,Tiroxina - triyodotironina. Tableta Cada tableta contiene: Tiroxina 100 µg. Triyodotironina 20 µg. Envase con 50 tabletas.,ENV,50,TAB,,NO,NO,28/02/2020,Metabolismo,,,Incluido
144,010000100600,Calcio. Comprimido Efervescente Cada comprimido contiene: Lactato gluconato de calcio 2.94 g. Carbonato de calcio 300 mg. equivalente a 500 mg de calcio ionizable. Envase con 12 comprimidos.,ENV,12,COMP,,NO,NO,28/02/2020,Metabolismo,,,Incluido
145,010000100700,Levotiroxina. Tableta Cada tableta contiene: Levotiroxina sódica equivalente a 100 µg de levotiroxina sódica anhidra. Envase con 100 tabletas.,ENV,100,TAB,,NO,NO,28/02/2020,Metabolismo,,,Incluido
146,010000102200,Tiamazol. Tableta Cada tableta contiene: Tiamazol 5 mg. Envase con 20 tabletas.,ENV,20,TAB,,NO,NO,28/02/2020,Metabolismo,,,Incluido
147,010000104100,Tolbutamida. Tableta Cada tableta contiene: Tolbutamida 500 mg. Envase con 50 tabletas.,ENV,50,TAB,,NO,NO,28/02/2020,Metabolismo,,,Eliminado
148,010000104200,Glibenclamida. Tableta Cada tableta contiene: Glibenclamida 5 mg. Envase con 50 tabletas.,ENV,50,TAB,,NO,NO,28/02/2020,Metabolismo,,,Incluido
149,010000105000,Insulina humana. Suspensión Inyectable Acción INTERMEDIA NPH Cada ml contiene: Insulina humana isófana (origen ADN recombinante) 100 UI ó Insulina zinc isófana humana (origen ADN recombinante) 100 UI Envase con un frasco ámpula con 5 ml.,ENV,1,F.A.,,NO,SI,28/02/2020,Metabolismo,,,Incluido
150,010000105001,Insulina humana. Suspensión Inyectable Acción INTERMEDIA NPH Cada ml contiene: Insulina humana isófana (origen ADN recombinante) 100 UI ó Insulina zinc isófana humana (origen ADN recombinante) 100 UI Envase con un frasco ámpula con 10 ml.,ENV,1,F.A.,,NO,SI,28/02/2020,Metabolismo,,,Incluido
151,010000105100,Insulina humana. Solución Inyectable Acción Rápida Regular Cada ml contiene: Insulina humana (origen ADN recombinante) 100 UI ó Insulina zinc isófana humana (origen ADN recombinante) 100 UI Envase con un frasco ámpula con 5 ml.,ENV,1,F.A.,,NO,SI,28/02/2020,Metabolismo,,,Incluido
152,010000105101,Insulina humana. Solución Inyectable Acción Rápida Regular Cada ml contiene: Insulina humana (origen ADN recombinante) 100 UI ó Insulina zinc isófana humana (origen ADN recombinante) 100 UI Envase con un frasco ámpula con 10 ml.,ENV,1,F.A.,,NO,SI,28/02/2020,Metabolismo,,,Incluido
153,010000106100,Testosterona. Solución Inyectable Cada ampolleta contiene: Enantato de testosterona 250 mg Envase con ampolleta con 1 ml.,ENV,1,AMP,,NO,NO,28/02/2020,Metabolismo,,,Incluido
154,010000106200,Mesterolona. Tableta Cada Tableta contiene: Mesterolona 25 mg Envase con 10 Tabletas.,ENV,10,TAB,,NO,NO,28/02/2020,Metabolismo,,,Eliminado
155,010000108100,Gonadotrofina coriónica. Solución Inyectable Cada frasco ámpula o ampolleta con liofilizado contiene: Gonadotrofina coriónica 5 000 UI Envase con 1 frasco ámpula y ampolleta con 2 ml de diluyente,ENV,1,JGO,,NO,NO,28/02/2020,Metabolismo,,,Incluido
156,010000108101,Gonadotrofina coriónica. Solución Inyectable Cada frasco ámpula o ampolleta con liofilizado contiene: Gonadotrofina coriónica 5 000 UI Envase con 1 o 3 ampolletas o frascos viales y 1 o 3 ampolletas con 1 ml de diluyente.,ENV,1,JGO,,NO,NO,28/02/2020,Metabolismo,,,Incluido
157,010000108102,Gonadotrofina coriónica. Solución Inyectable Cada frasco ámpula con liofilizado contiene Gonadotrofina coriónica 250 µg. Envase con un frasco ámpula con liofilizado y frasco ámpula o ampolleta con 1 ml de diluyente.,F.A.,1,ML,,NO,NO,28/02/2020,Metabolismo,,,Incluido
158,010000109300,Danazol. Cápsula o Comprimido Cada Cápsula o Comprimido contiene: Danazol 100 mg Envase con 50 Cápsulas o Comprimidos.,ENV,50,CAP,,0,0,28/02/2020,,,,
159,010000109400,Cabergolina. Tableta Cada Tableta contiene: Cabergolina 0.5 mg Envase con 2 Tabletas.,ENV,2,TAB,,0,0,28/02/2020,,,,
160,010000109401,Cabergolina. Tableta Cada Tableta contiene: Cabergolina 0.5 mg Envase con 4 Tabletas.,ENV,4,TAB,,0,0,28/02/2020,,,,
161,010000109500,Calcitriol. Cápsula de Gelatina blanda Cada cápsula contiene: Calcitriol 0.25 µg. Envase con 50 cápsulas.,ENV,50,CAP,,NO,NO,28/02/2020,Metabolismo,,,Incluido
162,010000109600,Bromocriptina. Tableta Cada Tableta contiene: Mesilato de bromocriptina equivalente a 2.5 mg de bromocriptina. Envase con 14 Tabletas.,ENV,14,TAB,,NO,NO,28/02/2020,Metabolismo,,,Incluido
163,010000109700,Desmopresina. Solución nasal. Cada ml contiene: Acetato de desmopresina equivalente a 89 µg de desmopresina. Envase nebulizador con 2.5 ml.,ENV,1,ENV,,NO,NO,28/02/2020,Metabolismo,,,Incluido
164,010000109800,Vitaminas A C y D. Solución. Cada ml contiene: Palmitato de Retinol 7000 a 9000 UI. Ácido ascórbico 80 a 125 mg. Colecalciferol 1400 a 1800 UI. Envase con 15 ml.,FCO,15,ML,,0,0,28/02/2020,,,,
165,010000109900,Desmopresina. Tableta. Cada tableta contiene: Acetato de desmopresina 0.2 mg. equivalente a 178 µg de desmopresina. Envase con 30 tabletas.,ENV,30,TAB,,NO,NO,28/02/2020,Metabolismo,,,Incluido
166,010000110000,Paricalcitol. Solución Inyectable Cada ampolleta contiene: Paricalcitol 5 µg. Envase con 5 ampolletas con 1 ml.,ENV,5,AMP,,NO,NO,28/02/2020,Metabolismo,,,Incluido
167,010000110100,Paricalcitol. Cápsula Cada cápsula contiene: Paricalcitol 2 µg. Envase con 30 cápsulas.,ENV,30,CAP,,NO,NO,28/02/2020,Metabolismo,,,Incluido
168,010000110200,Paricalcitol. Cápsula Cada cápsula contiene: Paricalcitol 4 µg. Envase con 30 cápsulas.,,,,,,,28/02/2020,,,,
169,010000120600,Butilhioscina o hioscina. Gragea o Tableta Cada Gragea o Tableta contiene: Bromuro de butilhioscina o butilbromuro de hioscina 10 mg Envase con 10 Grageas o Tabletas.,ENV,10,G.T.,,0,0,28/02/2020,,,,
170,010000120700,Butilhioscina o hioscina. Solución Inyectable Cada ampolleta contiene: Bromuro de butilhioscina o butilbromuro de hioscina 20 mg Envase con 3 ampolletas de 1 ml.,ENV,3,AMP,,0,0,28/02/2020,,,,
171,010000120800,Cisaprida. Suspensión Oral Cada 100 ml contienen: Cisaprida 100 mg Envase con 60 ml y dosificador.,ENV,60,ML,,0,0,28/02/2020,,,,
172,010000120900,Cisaprida. Tableta Cada Tableta contiene: Cisaprida 5 mg Envase con 30 Tabletas.,ENV,30,TAB,,0,0,28/02/2020,,,,
173,010000121000,Pinaverio. Tableta Cada Tableta contiene: Bromuro de pinaverio 100 mg Envase con 14 Tabletas,ENV,14,TAB,,0,0,28/02/2020,,,,
174,010000121001,Pinaverio. Tableta Cada Tableta contiene: Bromuro de pinaverio 100 mg Envase con 28 Tabletas.,ENV,28,TAB,,0,0,28/02/2020,,,,
175,010000122100,Aluminio. Tableta. Cada tableta contiene: Hidróxido de aluminio 200 mg. Envase con 50 tabletas.,ENV,50,TAB,,0,0,28/02/2020,,,,
176,010000122200,Aluminio. Suspensión Oral Cada 100 ml contienen: Hidróxido de aluminio 7 g Envase con 240 ml y dosificador (350 mg/5 ml).,ENV,240,ML,,0,0,28/02/2020,,,,
177,010000122300,Aluminio y magnesio. Tableta Masticable Cada Tableta Masticable contiene: Hidróxido de aluminio 200 mg Hidróxido de magnesio 200 mg o trisilicato de magnesio: 447.3 mg Envase con 50 Tabletas Masticables.,ENV,50,TAB,,0,0,28/02/2020,,,,
178,010000122400,Aluminio y magnesio. Suspensión Oral Cada 100 ml contienen: Hidróxido de aluminio 3.7 g Hidróxido de magnesio 4.0 g o trisilicato de magnesio: 8.9 g Envase con 240 ml y dosificador.,ENV,240,ML,,0,0,28/02/2020,,,,
179,010000123300,Ranitidina. Gragea o Tableta Cada Gragea o Tableta contiene: Clorhidrato de ranitidina equivalente a 150 mg de ranitidina. Envase con 20 Grageas o Tabletas.,ENV,20,T.G.,,0,0,28/02/2020,,,,
180,010000123400,Ranitidina. Solución Inyectable Cada ampolleta contiene: Clorhidrato de ranitidina equivalente a 50 mg de ranitidina. Envase con 5 ampolletas de 2 ml,ENV,5,AMP,,0,0,28/02/2020,,,,
181,010000123401,Ranitidina. Solución Inyectable Cada ampolleta contiene: Clorhidrato de ranitidina equivalente a 50 mg de ranitidina. Envase con 5 ampolletas de 5 ml.,ENV,5,AMP,,0,0,28/02/2020,,,,
182,010000124100,Metoclopramida. Solución Inyectable Cada ampolleta contiene: Clorhidrato de metoclopramida 10 mg Envase con 6 ampolletas de 2 ml.,ENV,6,AMP,,0,0,28/02/2020,,,,
183,010000124200,Metoclopramida. Tableta Cada Tableta contiene: Clorhidrato de metoclopramida 10 mg Envase con 20 Tabletas.,ENV,20,TAB,,0,0,28/02/2020,,,,
184,010000124300,Metoclopramida. Solución Cada ml contiene: Clorhidrato de metoclopramida 4 mg Envase frasco gotero con 20 ml.,ENV,1,F.G.,,0,0,28/02/2020,,,,
185,010000124400,Mesalazina. Suspensión rectal. Cada 100 ml contiene: Mesalazina 6.667 g. Envase con 7 enemas de 60 ml.,ENV,7,PZA,Patentes,NO,NO,28/02/2020,Patentes,,,Incluido
186,010000126300,Bismuto. Suspensión Oral Cada 100 ml contienen: Subsalicilato de bismuto 1.750 g Envase con 240 ml.,ENV,240,ML,,0,0,28/02/2020,,,,
187,010000127000,Senósidos a-b. Solución Oral Cada 100 ml contienen: Concentrado de Sen equivalente a 200 mg de senósidos A y B. Envase con 75 ml,ENV,75,ML,,0,0,28/02/2020,,,,
188,010000127001,Senósidos a-b. Solución Oral Cada 100 ml contienen: Concentrado de Sen equivalente a 200 mg de senósidos A y B. Envase con sobre con polvo y frasco con 75 ml de Solución para reconstituir.,ENV,1,PZA,,0,0,28/02/2020,,,,
189,010000127100,Plántago psyllium. Polvo Cada 100 g contienen: Polvo de cáscara de semilla de plántago psyllium 49.7 g Envase con 400 g.,ENV,400,GR.,,0,0,28/02/2020,,,,
190,010000127200,Senósidos a-b. Tableta Cada Tableta contiene: Concentrados de Sen desecados 187 mg (normalizado a 8.6 mg de senósidos A-B). Envase con 20 Tabletas.,ENV,20,TAB,,0,0,28/02/2020,,,,
191,010000127300,Aceite de ricino. Solución Cada envase contiene: Aceite de ricino Envase con 70 ml.,ENV,70,ML,,0,0,28/02/2020,,,,
192,010000127500,Magnesio. Suspensión Oral Cada 100 ml contienen: Hidróxido de magnesio 8.5 g Envase con 120 ml. (425 mg/5 ml).,ENV,120,ML,,0,0,28/02/2020,,,,
193,010000127700,Fosfato y citrato de sodio. Solución. Cada 100 ml contienen: Fosfato monosódico 12 g Citrato de sodio 10 g Envase con 133 ml y cánula rectal.,ENV,133,ML,,0,0,28/02/2020,,,,
194,010000127800,Glicerol. Supositorio. Cada supositorio contiene: Glicerol 2.632 g Envase con 6 Supositorios.,ENV,6,SUP,,0,0,28/02/2020,,,,
195,010000128200,Glicerol. Supositorio. Cada supositorio contiene: Glicerol 1.380 g Envase con 20 Supositorios.,ENV,20,SUP,,0,0,28/02/2020,,,,
196,010000130100,Diyodohidroxiquinoleína. Tableta. Cada tableta contiene: Diyodohidroxi- quinoleína 650 mg Envase con 60 Tabletas.,ENV,60,TAB,,NO,NO,28/02/2020,Enfermedades infecciosas,,,Incluido
197,010000130200,Diyodohidroxiquinoleína. Suspensión Oral Cada 5 ml contiene: Diyodohidroxi- quinoleína 210 mg Envase con 120 ml y dosificador.,ENV,120,ML,,NO,NO,28/02/2020,Enfermedades infecciosas,,,Incluido
198,010000130800,Metronidazol. Tableta Cada Tableta contiene: Metronidazol 500 mg Envase con 20 Tabletas.,ENV,20,TAB,,NO,NO,28/02/2020,Enfermedades infecciosas,,,Incluido
199,010000130801,Metronidazol. Tableta Cada Tableta contiene: Metronidazol 500 mg Envase con 30 Tabletas.,ENV,30,TAB,,NO,NO,28/02/2020,Enfermedades infecciosas,,,Incluido
200,010000130900,Metronidazol. Solución Inyectable Cada ampolleta o frasco ámpula contiene: Metronidazol 200 mg Envase con 2 ampolletas o frascos ámpula con 10 ml.,ENV,2,AMP,,NO,NO,28/02/2020,Enfermedades infecciosas,,,Incluido
201,010000131000,Metronidazol. Suspensión Oral Cada 5 ml contienen: Benzoilo de metronidazol equivalente a 250 mg de metronidazol. Envase con 120 ml y dosificador.,ENV,120,ML,,NO,NO,28/02/2020,Enfermedades infecciosas,,,Incluido
202,010000131100,Metronidazol. Solución Inyectable Cada 100 ml contienen: Metronidazol 500 mg Envase con 100 ml.,ENV,1,ENV,,NO,NO,28/02/2020,Enfermedades infecciosas,,,Incluido
203,010000131400,Quinfamida. Tableta Cada Tableta contiene: Quinfamida 300 mg Envase con una Tableta.,ENV,1,TAB,,NO,NO,28/02/2020,Enfermedades infecciosas,,,Incluido
204,010000134400,Albendazol. Tableta Cada Tableta contiene: albendazol 200 mg Envase con 2 Tabletas.,ENV,2,TAB,,NO,NO,28/02/2020,Enfermedades infecciosas,,,Incluido
205,010000134500,Albendazol. Suspensión Oral Cada frasco contiene: albendazol 400 mg Envase con 20 ml.,ENV,20,ML,,NO,NO,28/02/2020,Enfermedades infecciosas,,,Incluido
206,010000134600,Prazicuantel. Tableta Cada Tableta contiene: Prazicuantel 150 mg Envase con 1 000 Tabletas.,ENV,1000,TAB,,NO,NO,28/02/2020,Enfermedades infecciosas,,,Incluido
207,010000134700,Albendazol. Tableta Cada Tableta contiene: albendazol 200 mg Envase con 100 Tabletas.,ENV,100,TAB,,NO,NO,28/02/2020,Enfermedades infecciosas,,,Incluido
208,010000136300,Lidocaína - hidrocortisona. Ungüento Cada 100 gramos contiene: Lidocaína 5 g Acetato de Hidrocortisona 0.25 g Subacetato de aluminio 3.50 g Óxido de Zinc 18 g Envase con 20 g y aplicador.,ENV,1,TBO,,0,0,28/02/2020,,,,
209,010000136400,Lidocaína - hidrocortisona. Supositorio Cada Supositorio contiene: Lidocaína 60 mg Acetato de Hidrocortisona 5 mg Óxido de Zinc 400 mg Subacetato de aluminio 50 mg Envase con 6 Supositorios.,ENV,6,SUP,,0,0,28/02/2020,,,,
210,010000148900,Estrógenos conjugados. Gragea o Tableta Cada Gragea o Tableta contiene: Estrógenos conjugados de origen Vegetal 0.625 mg Envase con 42 Grageas o Tabletas.,ENV,42,T.G.,,0,0,28/02/2020,,,,
211,010000149400,Estradiol valerato de. Gragea Cada Gragea contiene: Valerato de estradiol 1 mg Envase con 28 Grageas,ENV,28,GRA,,0,0,28/02/2020,,,,
212,010000149500,Estradiol valerato de. Gragea Cada Gragea contiene: Valerato de estradiol 2 mg Envase con 28 Grageas,ENV,28,GRA,,0,0,28/02/2020,,,,
213,010000149600,Estradiol-noretisterona. Tableta Cada Tableta contiene: Estradiol hemihidratado 2.0 mg Acetato de noretisterona 1.0 mg Envase con 28 Tabletas.,ENV,28,TAB,,0,0,28/02/2020,,,,
214,010000149700,Estradiol ciproterona. Gragea Cada Gragea blanca contiene: Valerianato de estradiol 2.0 mg Cada Gragea rosa contiene: Valerianato de estradiol 2.0 mg Acetato de ciproterona 1.0 mg Envase con 21 Grageas. (11 blancas y 10 rosas).,ENV,21,GRA,,0,0,28/02/2020,,,,
215,010000149900,Estrógenos conjugados. Gragea o Tableta Cada Gragea o Tableta contiene: Estrógenos conjugados de origen Vegetal 1.250 mg Envase con 42 Grageas o Tabletas.,ENV,42,T.G.,,0,0,28/02/2020,,,,
216,010000150100,Estrógenos conjugados. Gragea o Tableta Cada Gragea o Tableta contiene: Estrógenos conjugados de origen equino 0.625 mg Envase con 42 Grageas o Tabletas.,ENV,42,T.G.,Patentes,NO,NO,28/02/2020,Patentes,,,Incluido
217,010000150200,Estrógenos conjugados. Gragea Cada Gragea contiene: Estrógenos conjugados de origen equino 1.250 mg Envase con 42 Grageas.,ENV,42,GRA,,0,0,28/02/2020,,,,
218,010000150300,Mestranol. Tableta Cada Tableta contiene: Mestranol 0.080 mg Envase con 20 Tabletas.,,,,,,,28/02/2020,,,,
219,010000150400,Estradiol valerato de. Solución Inyectable Cada ampolleta contiene: Valerato de estradiol 10 mg Envase con 1 ampolleta de 1ml.,ENV,1,AMP,,0,0,28/02/2020,,,,
220,010000150600,Estrógenos conjugados. Crema Vaginal Cada 100 g contiene: Estrógenos conjugados de origen equino 62.5 mg Envase con 43 g y aplicador.,ENV,1,JGO,,0,0,28/02/2020,,,,
221,010000150800,Estrógenos conjugados y medroxiprogesterona. Gragea Cada Gragea contiene: Estrógenos conjugados de origen equino 0.625 mg Acetato de Medroxiprogesterona 2.5 mg Envase con 28 Grageas.,ENV,28,GRA,,0,0,28/02/2020,,,,
222,010000150900,Estrógenos conjugados y medroxiprogesterona. Gragea Cada Gragea de color marrón contiene: Estrógenos conjugados de origen equino 0.625 mg Cada Gragea de color azul contiene: Estrógenos conjugados de origen equino 0.625 mg Acetato de medroxipro- Gesterona 5.0 mg Envase con 28 Grageas 14 Grageas de color azul y 14 Grageas de color marrón.,ENV,28,GRA,,0,0,28/02/2020,,,,
223,010000151100,Ciproterona-etinilestradiol. Gragea Cada Gragea contiene: Acetato de ciproterona 2 mg Etinilestradiol 0.035 mg Envase con 21 Grageas.,ENV,21,GRA,,0,0,28/02/2020,,,,
224,010000151300,Estradiol-trimegesterona. Gragea Cada Gragea contiene: 17-beta estradiol 1 mg Trimegestona 0.125 mg Envase con 28 Grageas,ENV,28,GRA,,0,0,28/02/2020,,,,
225,010000151400,Estradiol-trimegesterona. Gragea Cada Gragea de color rosa claro contiene: 17-beta estradiol 1 mg Cada Gragea de color rosa contiene: 17-beta estradiol 1 mg Trimegestona 0.250 mg Envase con 28 Grageas 14 Grageas de color rosa claro y 14 Grageas de color rosa.,ENV,28,GRA,,0,0,28/02/2020,,,,
226,010000151600,Estradiol drospirenona. Comprimido Cada Comprimido contiene: Estradiol hemihidratado equivalente a 1 mg de estradiol Drospirenona 2 mg Envase con 28 Comprimidos.,ENV,28,COMP,,0,0,28/02/2020,,,,
227,010000152100,Clormadinona. Tableta. Cada tableta contiene: Acetato de clormadinona 2 mg Envase con 10 Tabletas.,ENV,10,TAB,,0,0,28/02/2020,,,,
228,010000152200,Hidroxiprogesterona caproato de. Solución Inyectable Cada ampolleta contiene: Caproato de hidroxiprogesterona 250 mg Envase con una ampolleta de 1 ml.,ENV,1,AMP,,0,0,28/02/2020,,,,
229,010000153100,Clomifeno. Tableta. Cada tableta contiene: Citrato de Clomifeno 50 mg Envase con 10 Tabletas.,ENV,10,TAB,,0,0,28/02/2020,,,,
230,010000154100,Carbetocina. Solución Inyectable Cada ampolleta o frasco ámpula contiene: Carbetocina 100 µg. Envase con una ampolleta o frasco ámpula.,ENV,1,AFA,,0,0,28/02/2020,,,,
231,010000154101,Carbetocina. Solución inyectable.  Cada ampolleta o frasco ámpula contiene: Carbetocina 100 µg. Envase con 5 ampolletas o frascos ámpula.,ENV,1,AFA,,0,0,28/02/2020,,,,
232,010000154102,Carbetocina. Solución inyectable.  Cada ampolleta o frasco ámpula contiene: Carbetocina 100 µg. Envase con un frasco ámpula y un filtro de infusión de 0.45 µm.,,,,,,,28/02/2020,,,,
233,010000154200,Oxitocina. Solución Inyectable Cada ampolleta contiene: Oxitocina: 5 UI. Envase con 50 ampolletas con 1 ml.,ENV,50,AMP,,0,0,28/02/2020,,,,
234,010000154500,Atosibán. Solución Inyectable Cada frasco ámpula contiene: Atosibán 6.75 mg. Envase con 0.9 ml,ENV,1,F.A.,,0,0,28/02/2020,,,,
235,010000154600,Atosibán. Solución Inyectable Cada frasco ámpula contiene: Atosibán 37.5 mg. Envase con 5.0 ml.,ENV,1,F.A.,,0,0,28/02/2020,,,,
236,010000155100,Orciprenalina. Solución Inyectable Cada ampolleta contiene: Sulfato de orciprenalina 0.5 mg Envase con 3 ampolletas con 1 ml.,ENV,3,AMP,,0,0,28/02/2020,,,,
237,010000155200,Orciprenalina. Tableta Cada Tableta contiene: Sulfato de orciprenalina 20 mg Envase con 30 Tabletas.,ENV,30,TAB,,0,0,28/02/2020,,,,
238,010000156100,Metronidazol. Óvulo o Tableta Vaginal Cada Óvulo o Tableta contiene: Metronidazol 500 mg Envase con 10 Óvulos o Tabletas.,ENV,10,O.T.,,0,0,28/02/2020,,,,
